localKey,ms_record_file_location,ms_level_uri,unique_xpath,author_position_in_sequence,author_text_node,author_uri_current,author_uri_consolidated,msItem_xml-id,locus_start,title_text_node,rubric,incipit,explicit,finalRubric,status,asignee,syriaca_notes,wright_catalogue_location,wright_entry_roman_numeral,shelf_mark,parent_item,,,,,,,,,,,,,false positive
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[30]/author|http://syriaca.org/manuscript/260,/data/tei/260.xml,http://syriaca.org/manuscript/260,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[30]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,b30,163a,Extracts from the discourse of Gregory Nazianzen on Baptism,ܢܘܗܪܐ ܕܟܘ̈ܢܝܐ ܕܡܥܡܘܕܝܬܐ ܩܕܝܫܬܐ̣. ܘܡܠܦܢܘܬܐ ܠܘܬ ܗ̇ܘ ܕܥܡ̇ܕ,,,,ready to ingest,,,2:967-976,DCCCLIX,"Add. 14,533","""A large Collection of Demonstrations from the Fathers against various Heresies"". Foll. -",,,,"Gregory Nazianzen. ""Extracts from Gregory Nazianzen"". Foll. -",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/msItem[8]/author|http://syriaca.org/manuscript/256,/data/tei/256.xml,http://syriaca.org/manuscript/256,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/msItem[8]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,b,6a,Gregory Nazianzen,,,,,ready to ingest,,,2:917-921,DCCCLVI,"Add. 14,529","""A section entitled, ""Judgments of the Council of Ephesus,"" viz. against Nestorius"". Foll. 3a-",,,,"Ambrose of Milan. ""Ambrose of Milan"". Foll. 5b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[4]/author|http://syriaca.org/manuscript/847,/data/tei/847.xml,http://syriaca.org/manuscript/847,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[4]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,p1b4,2b,Extracts from Gregory Nazianzen,,,,,ready to ingest,,,2:1008-1015,DCCCLXIV,"Add. 17,191, upper text","""A large collection of extracts from the writings of the Fathers, explanatory of various passages of Scripture and points of doctrine and usage"". Foll. 1a-",,,,"Methodius. ""From the treatise of Methodius on the Resurrection"". Foll. 2b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[4]/msItem[1]/author|http://syriaca.org/manuscript/847,/data/tei/847.xml,http://syriaca.org/manuscript/847,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[4]/msItem[1]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,p1c6,2b,A very short extract,,,,,ready to ingest,,,2:1008-1015,DCCCLXIV,"Add. 17,191, upper text","Gregory Nazianzen. ""Extracts from Gregory Nazianzen"". Foll. 2b-",,,,,,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[4]/msItem[2]/author|http://syriaca.org/manuscript/847,/data/tei/847.xml,http://syriaca.org/manuscript/847,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[4]/msItem[2]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,p1c7,2b,From the homily on the New Sunday,ܥܠ ܗ̇ܝ ܕܩܝܡܬܐ ܕܒܚܕܒܫܒܐ ܗܘܝܐ̣. ܘܕܡܛܠ ܡܢܐ ܒܗܠܝܢ ܚ̈ܡܫܝܢ ܝܘ̈ܡܝܢ ܕܦܢܛܩܘܣܛܐ ܠܐ ܣܝܡܝܢܢ ܒܘܪܟܐ. ܘܡܛܠ ܡܢܐ ܡ̈ܫܡܠܝܢܢ ܨ̈ܠܘܬܢ ܟܕ ܚܝܪ̈ܝܢܢ ܠܡܕܢܚܐ. ܘܕܡܫܝܚܐ ܡܪܢ ܡܢ ܡܕܢܚܐ ܐܬܐ.,,,,ready to ingest,,,2:1008-1015,DCCCLXIV,"Add. 17,191, upper text","Gregory Nazianzen. ""Extracts from Gregory Nazianzen"". Foll. 2b-",,,,"Gregory Nazianzen. ""A very short extract"". Foll. 2b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[6]/author|http://syriaca.org/manuscript/847,/data/tei/847.xml,http://syriaca.org/manuscript/847,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[6]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,p1b6,3b,A short extract from Gregory Nazianzen,ܕܩܕܝܫܐ ܓܪܓܪܝܘܣ,,,,ready to ingest,,,2:1008-1015,DCCCLXIV,"Add. 17,191, upper text","""A large collection of extracts from the writings of the Fathers, explanatory of various passages of Scripture and points of doctrine and usage"". Foll. 1a-",,,,"Basil. ""Extracts from the treatise of Basil on the Holy Spirit"". Foll. 3a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[10]/author|http://syriaca.org/manuscript/847,/data/tei/847.xml,http://syriaca.org/manuscript/847,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[10]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,p1b10,18a,Extracts from Gregory Nazianzen,ܕܓܪܓܪܝܘܣ ܕܢܙܝܢܙܘ,,,,ready to ingest,,,2:1008-1015,DCCCLXIV,"Add. 17,191, upper text","""A large collection of extracts from the writings of the Fathers, explanatory of various passages of Scripture and points of doctrine and usage"". Foll. 1a-",,,,"Athanasius. ""The discourse of Athanasius on the Cross"". Foll. 5b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[10]/msItem[1]/author|http://syriaca.org/manuscript/847,/data/tei/847.xml,http://syriaca.org/manuscript/847,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[10]/msItem[1]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,p1c11,18a,"From the homily "" in Sanctum Baptisma """,ܡܢ ܡܐܡܪܐ ܕܥܠ ܡܥܡܘܕܝܬܐ,,,,ready to ingest,,,2:1008-1015,DCCCLXIV,"Add. 17,191, upper text","Gregory Nazianzen. ""Extracts from Gregory Nazianzen"". Foll. 18a-",,,,,,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[10]/msItem[2]/author|http://syriaca.org/manuscript/847,/data/tei/847.xml,http://syriaca.org/manuscript/847,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[10]/msItem[2]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,p1c12,23b,"From the homily "" de Pauperum Amore """,ܡܢ ܡܐܡܪܐ ܕܥܠ ܡܣܟ̈ܢܐ,,,,ready to ingest,,,2:1008-1015,DCCCLXIV,"Add. 17,191, upper text","Gregory Nazianzen. ""Extracts from Gregory Nazianzen"". Foll. 18a-",,,,"Gregory Nazianzen. ""From the homily "" in Sanctum Baptisma """". Foll. 18a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[10]/msItem[3]/author|http://syriaca.org/manuscript/847,/data/tei/847.xml,http://syriaca.org/manuscript/847,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[10]/msItem[3]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,p1c13,26b,"From the "" Theologica secunda, de Theologia """,ܡܢ ܡܐܡܪܐ ܕܬܪܝܢ ܕܡܛܠ ܬܐܘܠܓܝܐ,,,,ready to ingest,,,2:1008-1015,DCCCLXIV,"Add. 17,191, upper text","Gregory Nazianzen. ""Extracts from Gregory Nazianzen"". Foll. 18a-",,,,"Gregory Nazianzen. ""From the homily "" de Pauperum Amore """". Foll. 23b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[43]/author|http://syriaca.org/manuscript/847,/data/tei/847.xml,http://syriaca.org/manuscript/847,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[43]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,p1b43,57b,Extract from Gregory Nazianzen,ܕܩܕܝܫܐ ܓܪܓܪܝܘܣ ܡܡܠܠ ܐܠܗ̈ܝܬܐ ܡܢ ܡܐܡܪܐ ܕܥܠ ܥܡܕܐ,,,,ready to ingest,,,2:1008-1015,DCCCLXIV,"Add. 17,191, upper text","""A large collection of extracts from the writings of the Fathers, explanatory of various passages of Scripture and points of doctrine and usage"". Foll. 1a-",,,,"Basil. ""Extract from Basil"". Foll. 57b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[57]/author|http://syriaca.org/manuscript/847,/data/tei/847.xml,http://syriaca.org/manuscript/847,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[57]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,p1b57,60b,Extract from Gregory Nazianzen,ܕܓܪܓܘܪܝܘܣ ܡܡܠܠ ܐܠܗ̈ܝܬܐ ܡܢ ܡܐܡܪܐ ܕܥܠ ܩܒܘܪܬܐ ܕܩܣܪܝܘܣ ܐܚܘܗܝ.,,,,ready to ingest,,,2:1008-1015,DCCCLXIV,"Add. 17,191, upper text","""A large collection of extracts from the writings of the Fathers, explanatory of various passages of Scripture and points of doctrine and usage"". Foll. 1a-",,,,"Basil. ""Extract from the letter of Basil to Ambrose of Milan"". Foll. 60b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[66]/author|http://syriaca.org/manuscript/847,/data/tei/847.xml,http://syriaca.org/manuscript/847,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[66]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,p1b66,64b,Extract from Gregory Nazianzen,ܕܩܕܝܫܐ ܓܪܓܘܪܝܘܣ ܡܡܠܠ ܐܠܗ̈ܝܬܐ. ܡܢ ܡܐܡܪܐ ܕܡܛܠ ܒܬܘܠܘܬܐ,,,,ready to ingest,,,2:1008-1015,DCCCLXIV,"Add. 17,191, upper text","""A large collection of extracts from the writings of the Fathers, explanatory of various passages of Scripture and points of doctrine and usage"". Foll. 1a-",,,,"Philoxenus of Mabūg. ""Extract from the fifth chapter of a work of Philoxenus of Mabūg , entitled "" the Book of Sentences or Maxims """". Foll. 64b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[68]/author|http://syriaca.org/manuscript/847,/data/tei/847.xml,http://syriaca.org/manuscript/847,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[68]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,p1b68,65b,Extract from Gregory Nazianzen,ܕܓܪܓܘܪܝܘܣ ܬܐܘܠܓܘܣ. ܡܢ ܡܐܡܪܐ ܕܡܛܠ ܒܪܐ.,,,,ready to ingest,,,2:1008-1015,DCCCLXIV,"Add. 17,191, upper text","""A large collection of extracts from the writings of the Fathers, explanatory of various passages of Scripture and points of doctrine and usage"". Foll. 1a-",,,,"Severus. ""Extracts from Severus , hom. epithron. xlix"". Foll. 64b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[69]/author|http://syriaca.org/manuscript/847,/data/tei/847.xml,http://syriaca.org/manuscript/847,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[69]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,p1b69,65b,Extract from the first epistle of Gregory Nazianzen to Cledonius,ܕܡܘܕܝܢ ܐܒ̈ܗܬܐ ܩ̈ܕܝܫܐ ܘܡܟܪ̈ܙܝܢ ܕܗܘܼ ܒܣܪܐ ܡܢ ܝܡܝܢܐ ܝܬܒ. ܘܗܫܐ ܒܒܣܪܐ ܐܝܬܘܗܝ ܡܪܢ. ܘܥܡܗ ܐܬ݂ܐ. ܟܕ ܐܝܬܘܗܝ ܡܫܒܚܐ ܘܠܐ ܡܬܚܒܠܢܐ ܘܠܐ ܡܝܘܬܐ ܕܢܕܘܢ ܚ̈ܝܐ ܘܡ̈ܝܬܐ. ܘܡܚܪ̈ܡܝܢ ܠܗܠܝܢ ܕܐܡܪܝܢ ܕܣܡܗ ܠܒܣܪܐ̇ ܘܗܫܐ ܠܝܬ ܠܗ ܒܣܪܐ ܠܡܪܢ. ܕܩܕܝܫܐ ܓܪܝܓܘܪܝܘܣ ܬܐܘܠܘܓܘܣ ܡܢ ܐܓܪܬܐ ܕܠܘܬ,,,,ready to ingest,,,2:1008-1015,DCCCLXIV,"Add. 17,191, upper text","""A large collection of extracts from the writings of the Fathers, explanatory of various passages of Scripture and points of doctrine and usage"". Foll. 1a-",,,,"Gregory Nazianzen. ""Extract from Gregory Nazianzen"". Foll. 65b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[1]/msItem[17]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[1]/msItem[17]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,c17,8a,Gregory Nazianzen,,,,,ready to ingest,,,2:639-648,DCCXXIX,"Add. 12,156","Timotheus (Aelurus), bishop of Alexandria. ""A treatise of Timotheus against the Diphysites"". Foll. 1a-",,,,"Basil. ""Basil"". Foll. 7b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[1]/msItem[17]/msItem[1]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[1]/msItem[17]/msItem[1]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d,8a,Part a,ܡܢ: ܕܢܐܙܝܐܢܙܘܣ ܡܐܡܪܐ ܕܥܠ ܒܪܐ,,,,ready to ingest,,,2:639-648,DCCXXIX,"Add. 12,156","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 8a-",,,,,,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[1]/msItem[17]/msItem[2]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[1]/msItem[17]/msItem[2]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d13,8b,Part b,ܡܢ ܡܐܡܪܐ ܕܥܠ ܪܘܚܐ ܕܩܘܕܫܐ,,,,ready to ingest,,,2:639-648,DCCXXIX,"Add. 12,156","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 8a-",,,,"Gregory Nazianzen. ""Part a"". Foll. 8a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[1]/msItem[17]/msItem[3]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[1]/msItem[17]/msItem[3]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d14,8b,Part c,ܡܢ ܡܐܡܪܐ ܕܥܠ ܡܝܬܪܘܬܐ,,,,ready to ingest,,,2:639-648,DCCXXIX,"Add. 12,156","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 8a-",,,,"Gregory Nazianzen. ""Part b"". Foll. 8b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[1]/msItem[17]/msItem[4]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[1]/msItem[17]/msItem[4]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d15,8b,Part d,ܥܠ ܦܨܚܐ ܩܕܝܫܐ,,,,ready to ingest,,,2:639-648,DCCXXIX,"Add. 12,156","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 8a-",,,,"Gregory Nazianzen. ""Part c"". Foll. 8b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[1]/msItem[17]/msItem[5]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[1]/msItem[17]/msItem[5]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d16,8b,Part e,ܡܢ ܡܐܡܪܐ ܕܥܠ ܦܢܛܩܘܣܛܐ,,,,ready to ingest,,,2:639-648,DCCXXIX,"Add. 12,156","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 8a-",,,,"Gregory Nazianzen. ""Part d"". Foll. 8b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[1]/msItem[17]/msItem[6]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[1]/msItem[17]/msItem[6]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d17,8b,Part f,ܡܢ ܡܐܡܪܐ ܕܠܘܬ ܐܪ̈ܝܢܐ,,,,ready to ingest,,,2:639-648,DCCXXIX,"Add. 12,156","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 8a-",,,,"Gregory Nazianzen. ""Part e"". Foll. 8b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[1]/msItem[17]/msItem[7]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[1]/msItem[17]/msItem[7]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d18,8b,Part g,ܥܠ ܕܢܚܐ ܐܠܗܝܐ,,,,ready to ingest,,,2:639-648,DCCXXIX,"Add. 12,156","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 8a-",,,,"Gregory Nazianzen. ""Part f"". Foll. 8b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[2]/msItem[9]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[2]/msItem[9]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,c29,31b,Gregory Nazianzen,ܡܢ ܡܐܡܪܐ ܕܬܪ̈ܝܢ ܕܥܠ ܒܪܐ,,,,ready to ingest,,,2:639-648,DCCXXIX,"Add. 12,156","Timotheus. ""Extracts from a letter of Timotheus to the city of Constantinople"". Foll. 29b-",,,,"Cyril of Alexandria. ""Cyril of Alexandria"". Foll. 31b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[11]/msItem[6]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[11]/msItem[6]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,c39,49a,Gregory Nazianzen,,,,,ready to ingest,,,2:639-648,DCCXXIX,"Add. 12,156","Timotheus. ""Treatise of Timotheus against the letter of Leo to Flavian"". Foll. 42b-",,,,"Gregory Thaumaturgus. ""Gregory Thaumaturgus"". Foll. 49a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[13]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[13]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,c,72a,Gregory Nazianzen,,,,,ready to ingest,,,2:639-648,DCCXXIX,"Add. 12,156","""Testimonies of the Fathers as to certain dogmas"". Foll. 69a-",,,,"Basil. ""Basil"". Foll. 71b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[13]/msItem[1]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[13]/msItem[1]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d,72a,Part a,ܡܢ ܡܐܡܪܐ ܕܠܘܬ ܩܠܐܕܘܢܝܘܣ ܠܘܩܒܠ ܐܦܘܠܝܢܪܝܘܣ,,,,ready to ingest,,,2:639-648,DCCXXIX,"Add. 12,156","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 72a-",,,,,,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[13]/msItem[2]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[13]/msItem[2]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d,72a,Another extract,,,,,ready to ingest,,,2:639-648,DCCXXIX,"Add. 12,156","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 72a-",,,,"Gregory Nazianzen. ""Part a"". Foll. 72a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[23]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[23]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,c83,75a,Gregory Nazianzen,,,,,ready to ingest,,,2:639-648,DCCXXIX,"Add. 12,156","""Testimonies of the Fathers as to certain dogmas"". Foll. 69a-",,,,"Julius of Rome. ""Julius of Rome"". Foll. 74a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[23]/msItem[1]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[23]/msItem[1]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d,75a,Extract without title,,,,,ready to ingest,,,2:639-648,DCCXXIX,"Add. 12,156","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 75a-",,,,,,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[23]/msItem[2]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[23]/msItem[2]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d,75a,Extract without title,,,,,ready to ingest,,,2:639-648,DCCXXIX,"Add. 12,156","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 75a-",,,,"Gregory Nazianzen. ""Extract without title"". Foll. 75a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[23]/msItem[3]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[23]/msItem[3]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,d,75a,Part c,ܡܢ ܡܐܡܪܐ ܕܥܠ ܦܨܚܐ ܩܕܝܫܐ,,,,ready to ingest,,,2:639-648,DCCXXIX,"Add. 12,156","Gregory Nazianzen. ""Gregory Nazianzen"". Foll. 75a-",,,,"Gregory Nazianzen. ""Extract without title"". Foll. 75a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[34]/author|http://syriaca.org/manuscript/31,/data/tei/31.xml,http://syriaca.org/manuscript/31,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[13]/msItem[34]/author,1,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,c94,78a,Gregory Nazianzen,,,,,ready to ingest,,,2:639-648,DCCXXIX,"Add. 12,156","""Testimonies of the Fathers as to certain dogmas"". Foll. 69a-",,,,"Basil. ""Basil"". Foll. 78a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/author[2]|http://syriaca.org/manuscript/776,/data/tei/776.xml,http://syriaca.org/manuscript/776,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/author[2],2,Gregory Nazianzen,http://syriaca.org/person/511,http://syriaca.org/person/511,a1,1a,"A Commentary on the works of Gregory Nazianzen , as translated into Syriac by the abbat Paul , consisting chiefly of short notes upon difficult words and passages",,,,ܫܠܸܡ ܠܡܟܬܒ ܡ̈ܠܐ ܥܣܩ̈ܬܐ ܕܐܝܬ ܒܟܬܒܐ ܕܩܕܝܫܐ ܓܪܝܓܪܝܘܣ ܬܐܘܠܘܓܘܣ ܥܡ ܦܘܫܩ̈ܝܗܝܢ. ܘܬܚ̈ܘܝܬܐ ܕܡܢ ܟܬܒ̈ܐ ܕܥܬܝܩܬܐ ܘܕܚܕܬܐ. ܘܕܡ̈ܠܦܢܐ ܫܪܝܪ̈ܐ ܘܕܗܪ̈ܣܝܘܛܐ ܘܕܦܝܠܣܘ̈ܦܐ. ܫܘܒܚܐ ܠܚܕ ܟܝܢܐ ܣܓܝܕܐ ܕܡܬܬܘܕܐ ܒܬܠܬܐ ܩܢܘ̈ܡܐ ܫܘ̈ܝܐ ܕܐܒܐ ܘܕܒܪܐ ܘܕܪܘܚܐ ܕܩܘܕܫܐ. ܗܫܐ ܘܒܟܠܙܒܢ̇ ܘܠܥܠܡ ܥܠܡܝܢ ܐܡܝܢ ܘܐܡܝܢ..,ready to ingest,,,2:438-440,DLXI,"Add. 17,147",,,,,,,,,,,,,,
